wpt0;0.04;-0.13
wpt1;-0.11;0.14
wpt2;-0.01;0.17
wpt3;0.14;0.16
wpt4;-0.19;-0.14
wpt5;0.32;-0.01
-0.11;0.14;0.06;-0.18;2.73
-0.11;0.14;0.05;-0.17;2.76
-0.11;0.14;0.04;-0.17;2.69
-0.11;0.14;0.04;-0.16;2.62
-0.11;0.14;0.03;-0.15;2.56
-0.11;0.14;0.02;-0.15;2.51
-0.11;0.14;0.01;-0.14;2.52
-0.11;0.14;0.01;-0.14;2.59
-0.11;0.14;0.01;-0.14;2.67
-0.11;0.14;0.01;-0.15;2.74
-0.11;0.14;0.02;-0.15;2.81
-0.11;0.14;0.01;-0.15;2.85
-0.11;0.14;0.00;-0.15;2.93
-0.11;0.14;-0.01;-0.15;2.98
-0.11;0.14;-0.02;-0.15;2.90
-0.11;0.14;-0.03;-0.14;2.81
-0.11;0.14;-0.04;-0.14;2.74
-0.11;0.14;-0.05;-0.13;2.64
-0.11;0.14;-0.06;-0.12;2.57
-0.11;0.14;-0.06;-0.11;2.49
-0.11;0.14;-0.07;-0.10;2.43
-0.11;0.14;-0.08;-0.10;2.31
-0.11;0.14;-0.08;-0.09;2.26
-0.11;0.14;-0.09;-0.08;2.24
-0.11;0.14;-0.10;-0.07;2.16
-0.11;0.14;-0.10;-0.06;2.11
-0.11;0.14;-0.11;-0.05;2.10
-0.11;0.14;-0.11;-0.04;2.07
-0.11;0.14;-0.11;-0.03;2.02
-0.11;0.14;-0.12;-0.02;1.97
-0.11;0.14;-0.12;-0.01;1.98
-0.11;0.14;-0.13;0.00;1.97
-0.11;0.14;-0.13;0.01;1.92
-0.11;0.14;-0.13;0.02;1.90
-0.11;0.14;-0.14;0.03;1.84
-0.11;0.14;-0.14;0.04;1.81
-0.11;0.14;-0.14;0.05;1.80
-0.11;0.14;-0.14;0.06;1.75
-0.11;0.14;-0.14;0.07;1.71
-0.11;0.14;-0.14;0.09;1.70
-0.11;0.14;-0.14;0.10;1.64
-0.11;0.14;-0.14;0.10;1.56
-0.11;0.14;-0.14;0.11;1.50
-0.11;0.14;-0.13;0.12;1.41
-0.11;0.14;-0.13;0.13;1.38
-0.11;0.14;-0.13;0.14;1.30
-0.11;0.14;-0.12;0.15;1.20
-0.11;0.14;-0.11;0.16;1.13
-0.11;0.14;-0.11;0.16;1.03
-0.11;0.14;-0.11;0.16;0.93
-0.11;0.14;-0.11;0.16;0.86
-0.11;0.14;-0.11;0.16;0.73
-0.11;0.14;-0.11;0.15;0.64
-0.11;0.14;-0.10;0.15;0.54
-0.11;0.14;-0.10;0.15;0.44
-0.11;0.14;-0.10;0.15;0.36
-0.11;0.14;-0.10;0.14;0.25
-0.11;0.14;-0.10;0.14;0.16
-0.11;0.14;-0.10;0.15;0.25
-0.11;0.14;-0.10;0.15;0.34
-0.11;0.14;-0.10;0.15;0.41
-0.11;0.14;-0.10;0.15;0.48
-0.11;0.14;-0.10;0.15;0.40
-0.11;0.14;-0.10;0.15;0.30
-0.11;0.14;-0.10;0.14;0.22
-0.11;0.14;-0.10;0.14;0.14
-0.11;0.14;-0.10;0.14;0.24
-0.11;0.14;-0.10;0.15;0.32
-0.11;0.14;-0.10;0.15;0.41
-0.11;0.14;-0.10;0.15;0.48
-0.11;0.14;-0.10;0.15;0.40
-0.11;0.14;-0.10;0.15;0.31
-0.11;0.14;-0.10;0.14;0.20
-0.11;0.14;-0.10;0.14;0.14
-0.11;0.14;-0.10;0.14;0.22
-0.11;0.14;-0.10;0.15;0.31
-0.11;0.14;-0.10;0.15;0.40
-0.11;0.14;-0.10;0.15;0.46
-0.11;0.14;-0.10;0.15;0.37
-0.11;0.14;-0.10;0.15;0.28
-0.11;0.14;-0.10;0.14;0.19
-0.11;0.14;-0.10;0.14;0.13
-0.11;0.14;-0.10;0.14;0.20
-0.11;0.14;-0.10;0.15;0.28
-0.11;0.14;-0.10;0.15;0.34
-0.11;0.14;-0.10;0.15;0.27
-0.11;0.14;-0.10;0.14;0.17
-0.11;0.14;-0.10;0.14;0.10
-0.11;0.14;-0.10;0.14;0.17
-0.11;0.14;-0.10;0.15;0.27
-0.11;0.14;-0.10;0.15;0.35
-0.11;0.14;-0.10;0.15;0.24
-0.11;0.14;-0.10;0.14;0.13
-0.11;0.14;-0.10;0.14;0.08
-0.11;0.14;-0.10;0.14;0.16
-0.11;0.14;-0.10;0.15;0.24
-0.11;0.14;-0.10;0.15;0.33
-0.11;0.14;-0.10;0.15;0.39
-0.11;0.14;-0.10;0.15;0.31
-0.11;0.14;-0.10;0.15;0.22
-0.11;0.14;-0.10;0.14;0.14
-0.11;0.14;-0.10;0.14;0.06
-0.11;0.14;-0.10;0.14;0.14
-0.11;0.14;-0.10;0.15;0.22
-0.11;0.14;-0.10;0.15;0.28
-0.11;0.14;-0.10;0.15;0.20
-0.11;0.14;-0.10;0.14;0.12
-0.11;0.14;-0.10;0.14;0.08
-0.11;0.14;-0.10;0.14;0.13
-0.11;0.14;-0.10;0.15;0.23
-0.11;0.14;-0.10;0.15;0.30
-0.11;0.14;-0.10;0.15;0.20
-0.11;0.14;-0.10;0.14;0.13
-0.11;0.14;-0.10;0.14;0.04
-0.11;0.14;-0.10;0.14;0.14
-0.11;0.14;-0.10;0.15;0.24
-0.11;0.14;-0.10;0.15;0.30
-0.11;0.14;-0.10;0.15;0.21
-0.11;0.14;-0.10;0.14;0.12
-0.11;0.14;-0.10;0.14;0.03
-0.11;0.14;-0.10;0.14;-0.03
-0.11;0.14;-0.10;0.14;0.07
-0.11;0.14;-0.10;0.14;0.14
-0.11;0.14;-0.11;0.14;0.17
-0.01;0.17;-0.12;0.14;0.12
-0.01;0.17;-0.11;0.14;0.03
-0.01;0.17;-0.11;0.14;0.06
-0.01;0.17;-0.10;0.14;0.16
-0.01;0.17;-0.09;0.15;0.23
-0.01;0.17;-0.09;0.15;0.31
-0.01;0.17;-0.08;0.15;0.41
-0.01;0.17;-0.08;0.16;0.45
-0.01;0.17;-0.06;0.16;0.47
-0.01;0.17;-0.06;0.17;0.43
-0.01;0.17;-0.05;0.17;0.43
-0.01;0.17;-0.04;0.17;0.40
-0.01;0.17;-0.03;0.18;0.37
-0.01;0.17;-0.02;0.18;0.32
-0.01;0.17;-0.01;0.18;0.22
0.14;0.16;0.00;0.18;0.14
0.14;0.16;0.01;0.18;0.06
0.14;0.16;0.02;0.18;0.12
0.14;0.16;0.03;0.18;0.20
0.14;0.16;0.04;0.18;0.22
0.14;0.16;0.05;0.18;0.17
0.14;0.16;0.06;0.18;0.16
0.14;0.16;0.07;0.18;0.13
0.14;0.16;0.08;0.19;0.13
0.14;0.16;0.09;0.19;0.08
0.14;0.16;0.10;0.19;0.09
0.14;0.16;0.11;0.18;0.02
0.14;0.16;0.12;0.18;-0.05
0.14;0.16;0.13;0.18;-0.10
0.14;0.16;0.14;0.18;-0.19
0.14;0.16;0.15;0.17;-0.25
-0.19;-0.14;0.16;0.17;-0.36
-0.19;-0.14;0.16;0.16;-0.43
-0.19;-0.14;0.16;0.16;-0.53
-0.19;-0.14;0.16;0.15;-0.62
-0.19;-0.14;0.16;0.15;-0.70
-0.19;-0.14;0.16;0.15;-0.82
-0.19;-0.14;0.16;0.15;-0.92
-0.19;-0.14;0.16;0.15;-1.05
-0.19;-0.14;0.16;0.15;-1.05
-0.19;-0.14;0.16;0.13;-1.23
-0.19;-0.14;0.16;0.12;-1.32
-0.19;-0.14;0.16;0.11;-1.41
-0.19;-0.14;0.16;0.09;-1.46
-0.19;-0.14;0.16;0.08;-1.60
-0.19;-0.14;0.16;0.07;-1.64
-0.19;-0.14;0.15;0.06;-1.76
-0.19;-0.14;0.15;0.05;-1.82
-0.19;-0.14;0.14;0.04;-1.92
-0.19;-0.14;0.14;0.03;-2.01
-0.19;-0.14;0.13;0.02;-2.06
-0.19;-0.14;0.13;0.02;-1.95
-0.19;-0.14;0.13;0.02;-1.91
-0.19;-0.14;0.14;0.03;-1.81
-0.19;-0.14;0.14;0.03;-1.73
-0.19;-0.14;0.14;0.04;-1.68
-0.19;-0.14;0.14;0.03;-1.71
-0.19;-0.14;0.14;0.02;-1.80
-0.19;-0.14;0.13;0.01;-1.85
-0.19;-0.14;0.13;0.01;-1.92
-0.19;-0.14;0.12;-0.00;-2.01
-0.19;-0.14;0.12;-0.01;-2.09
-0.19;-0.14;0.11;-0.02;-2.16
-0.19;-0.14;0.10;-0.03;-2.21
-0.19;-0.14;0.10;-0.04;-2.23
-0.19;-0.14;0.09;-0.05;-2.28
-0.19;-0.14;0.08;-0.05;-2.36
-0.19;-0.14;0.07;-0.06;-2.40
-0.19;-0.14;0.07;-0.07;-2.45
-0.19;-0.14;0.06;-0.07;-2.46
-0.19;-0.14;0.05;-0.08;-2.46
-0.19;-0.14;0.04;-0.09;-2.52
-0.19;-0.14;0.03;-0.09;-2.54
-0.19;-0.14;0.02;-0.10;-2.54
-0.19;-0.14;0.01;-0.10;-2.60
-0.19;-0.14;0.00;-0.11;-2.55
-0.19;-0.14;-0.01;-0.11;-2.60
-0.19;-0.14;-0.02;-0.12;-2.63
-0.19;-0.14;-0.03;-0.12;-2.68
-0.19;-0.14;-0.04;-0.13;-2.68
-0.19;-0.14;-0.05;-0.13;-2.68
-0.19;-0.14;-0.06;-0.14;-2.70
-0.19;-0.14;-0.07;-0.14;-2.68
-0.19;-0.14;-0.08;-0.14;-2.75
-0.19;-0.14;-0.09;-0.14;-2.77
-0.19;-0.14;-0.10;-0.15;-2.80
-0.19;-0.14;-0.11;-0.15;-2.84
-0.19;-0.14;-0.11;-0.15;-2.74
-0.19;-0.14;-0.12;-0.15;-2.88
-0.19;-0.14;-0.13;-0.16;-2.91
-0.19;-0.14;-0.14;-0.16;-2.94
-0.19;-0.14;-0.15;-0.16;-3.00
-0.19;-0.14;-0.16;-0.16;-2.94
-0.19;-0.14;-0.17;-0.16;-3.12
-0.19;-0.14;-0.18;-0.15;3.13
-0.19;-0.14;-0.19;-0.15;3.02
0.32;-0.01;-0.20;-0.15;2.95
0.32;-0.01;-0.21;-0.14;2.85
0.32;-0.01;-0.21;-0.14;2.77
0.32;-0.01;-0.21;-0.14;2.67
0.32;-0.01;-0.20;-0.14;2.58
0.32;-0.01;-0.20;-0.14;2.58
0.32;-0.01;-0.20;-0.13;2.42
0.32;-0.01;-0.20;-0.13;2.30
0.32;-0.01;-0.20;-0.13;2.25
0.32;-0.01;-0.20;-0.13;2.11
0.32;-0.01;-0.20;-0.13;2.03
0.32;-0.01;-0.19;-0.13;1.90
0.32;-0.01;-0.19;-0.13;1.80
0.32;-0.01;-0.19;-0.13;1.71
0.32;-0.01;-0.19;-0.13;1.62
0.32;-0.01;-0.18;-0.12;1.52
0.32;-0.01;-0.18;-0.11;1.45
0.32;-0.01;-0.18;-0.10;1.37
0.32;-0.01;-0.17;-0.09;1.27
0.32;-0.01;-0.17;-0.08;1.19
0.32;-0.01;-0.16;-0.07;1.12
0.32;-0.01;-0.16;-0.06;1.03
0.32;-0.01;-0.15;-0.06;0.96
0.32;-0.01;-0.15;-0.06;0.97
0.32;-0.01;-0.16;-0.07;1.04
0.32;-0.01;-0.16;-0.06;1.02
0.32;-0.01;-0.16;-0.06;0.98
0.32;-0.01;-0.16;-0.07;0.96
0.32;-0.01;-0.16;-0.07;0.92
0.32;-0.01;-0.16;-0.07;0.90
0.32;-0.01;-0.16;-0.07;0.90
0.32;-0.01;-0.16;-0.07;0.90
0.32;-0.01;-0.16;-0.07;0.90
0.32;-0.01;-0.16;-0.07;0.86
0.32;-0.01;-0.15;-0.07;0.85
0.32;-0.01;-0.16;-0.07;0.87
0.32;-0.01;-0.16;-0.07;0.85
0.32;-0.01;-0.16;-0.08;0.80
0.32;-0.01;-0.17;-0.08;0.69
0.32;-0.01;-0.17;-0.09;0.62
0.32;-0.01;-0.18;-0.10;0.61
0.32;-0.01;-0.19;-0.10;0.58
0.32;-0.01;-0.19;-0.11;0.51
0.32;-0.01;-0.18;-0.10;0.49
0.32;-0.01;-0.17;-0.10;0.49
0.32;-0.01;-0.16;-0.09;0.48
0.32;-0.01;-0.15;-0.09;0.44
0.32;-0.01;-0.15;-0.08;0.45
0.32;-0.01;-0.14;-0.08;0.44
0.32;-0.01;-0.13;-0.08;0.45
0.32;-0.01;-0.12;-0.07;0.43
0.32;-0.01;-0.12;-0.08;0.42
0.32;-0.01;-0.13;-0.08;0.34
0.32;-0.01;-0.14;-0.08;0.27
0.32;-0.01;-0.15;-0.09;0.18
0.32;-0.01;-0.16;-0.09;0.11
0.32;-0.01;-0.15;-0.09;0.05
0.32;-0.01;-0.14;-0.09;-0.02
0.32;-0.01;-0.15;-0.09;-0.07
0.32;-0.01;-0.16;-0.10;-0.09
0.32;-0.01;-0.15;-0.10;-0.14
0.32;-0.01;-0.14;-0.10;-0.18
0.32;-0.01;-0.13;-0.10;-0.19
0.32;-0.01;-0.12;-0.10;-0.13
0.32;-0.01;-0.11;-0.10;-0.03
0.32;-0.01;-0.10;-0.10;0.05
0.32;-0.01;-0.09;-0.10;0.10
0.32;-0.01;-0.09;-0.10;0.02
0.32;-0.01;-0.08;-0.10;-0.08
0.32;-0.01;-0.08;-0.10;-0.14
0.32;-0.01;-0.07;-0.11;-0.23
0.32;-0.01;-0.06;-0.11;-0.30
0.32;-0.01;-0.05;-0.12;-0.37
0.32;-0.01;-0.04;-0.12;-0.33
0.32;-0.01;-0.03;-0.12;-0.24
0.32;-0.01;-0.02;-0.12;-0.16
0.32;-0.01;-0.01;-0.12;-0.08
0.32;-0.01;-0.00;-0.12;0.00
0.32;-0.01;0.01;-0.11;0.09
0.32;-0.01;0.02;-0.11;0.17
0.32;-0.01;0.03;-0.11;0.26
0.32;-0.01;0.04;-0.10;0.32
0.32;-0.01;0.05;-0.10;0.39
0.32;-0.01;0.06;-0.09;0.43
0.32;-0.01;0.07;-0.09;0.45
0.32;-0.01;0.08;-0.08;0.47
0.32;-0.01;0.09;-0.08;0.48
0.32;-0.01;0.09;-0.07;0.50
0.32;-0.01;0.10;-0.07;0.51
0.32;-0.01;0.11;-0.06;0.50
0.32;-0.01;0.12;-0.06;0.50
0.32;-0.01;0.13;-0.05;0.50
0.32;-0.01;0.14;-0.05;0.50
0.32;-0.01;0.15;-0.04;0.52
0.32;-0.01;0.16;-0.04;0.49
0.32;-0.01;0.17;-0.03;0.47
0.32;-0.01;0.18;-0.03;0.45
0.32;-0.01;0.19;-0.02;0.46
0.32;-0.01;0.20;-0.02;0.43
0.32;-0.01;0.21;-0.02;0.42
0.32;-0.01;0.22;-0.01;0.41
0.32;-0.01;0.23;-0.01;0.38
0.32;-0.01;0.24;-0.01;0.35
0.32;-0.01;0.25;-0.00;0.34
0.32;-0.01;0.26;-0.00;0.31
0.32;-0.01;0.27;0.00;0.27
0.32;-0.01;0.28;0.00;0.24
0.32;-0.01;0.29;0.00;0.21
0.32;-0.01;0.29;0.00;0.14
0.32;-0.01;0.30;0.00;0.09
0.32;-0.01;0.31;0.00;0.02
0.32;-0.01;0.32;0.00;-0.08
